col1,col2
513,2
184,46
416,3
497,21
925,43
225,15
775,27
165,14
851,7
465,42
66,19
843,25
622,16
682,44
684,35
489,29
976,17
218,49
147,38
245,40
630,23
614,5
481,6
984,44
68,14
792,4
576,2
936,20
202,50
695,3
354,32
353,48
777,19
359,30
282,33
852,1
199,16
383,17
354,7
384,9
459,46
305,39
170,26
119,43
229,15
920,29
406,13
299,8
854,45
13,28
153,27
140,34
936,41
992,47
149,24
498,10
488,35
302,42
596,12
671,25
217,21
520,37
816,36
296,11
241,22
786,18
74,31
458,9
329,8
370,4
42,18
653,47
652,20
753,37
654,10
285,50
204,25
774,34
84,14
921,23
382,1
607,6
942,13
70,48
506,16
348,31
402,35
721,42
183,26
884,46
442,40
318,17
460,44
850,12
7,22
734,49
726,19
302,24
371,45
62,28
775,21
401,41
566,39
379,15
380,3
288,43
443,5
843,2
497,29
914,36
682,27
801,7
7,32
253,38
753,30
299,11
239,33
274,45
41,47
492,44
240,14
759,3
511,22
872,18
463,24
143,11
900,36
608,10
859,15
206,40
777,41
52,23
992,37
250,13
763,39
614,21
559,1
62,12
858,29
602,35
459,16
44,20
159,5
708,32
655,50
212,25
688,48
603,34
927,49
416,9
785,33
615,19
962,28
555,26
367,46
515,43
754,6
216,8
359,38
786,4
890,27
149,7
583,31
316,17
946,42
126,2
440,30
569,47
449,28
388,42
196,39
991,3
490,30
83,21
581,35
666,20
632,50
866,27
934,8
919,33
177,18
295,2
74,16
475,4
825,1
461,43
196,22
814,29
236,44
302,15
184,31
504,32
543,19
275,40
466,14
949,17
897,36
120,38
539,45
47,11
957,37
800,48
204,25
152,9
955,41
621,13
704,7
577,34
833,5
33,10
368,26
846,12
57,23
281,49
525,46
676,24
562,6
911,4
855,25
399,5
807,34
501,12
600,50
869,31
937,13
907,41
617,42
823,21
308,3
435,24
207,47
297,8
397,39
148,38
917,20
688,49
851,26
743,15
674,7
918,36
932,48
954,28
720,19
333,45
494,40
235,11
788,32
503,23
697,9
487,33
135,18
42,6
206,44
9,22
509,2
731,17
277,35
702,29
300,14
511,37
223,10
662,46
626,43
217,1
225,16
46,30
32,27
520,7
504,33
895,2
73,27
580,35
731,3
212,4
225,45
207,14
764,37
960,25
716,42
203,26
610,5
695,44
983,18
817,8
784,12
893,38
170,15
662,13
94,28
178,16
59,23
188,48
365,32
803,17
113,41
88,49
480,50
82,29
608,11
902,1
399,9
942,10
977,19
586,47
367,36
231,40
625,46
786,34
425,39
932,20
901,21
791,6
868,30
808,43
287,31
424,22
174,24
872,43
800,38
633,31
689,24
26,44
433,29
32,46
36,12
678,39
396,36
53,35
118,47
143,45
346,48
48,6
393,5
26,30
369,2
632,50
105,34
649,41
784,37
51,25
979,15
376,11
877,42
42,1
276,28
714,27
559,40
251,14
676,9
554,8
132,16
14,4
105,20
53,32
740,21
781,13
198,23
712,49
582,10
736,17
403,19
509,22
57,26
282,3
378,33
320,7
308,18
487,48
711,36
476,9
255,29
692,41
220,46
614,20
216,35
2,5
511,8
789,43
209,17
601,16
108,19
145,27
167,39
471,31
79,34
218,42
384,47
372,10
628,21
107,2
290,22
439,6
633,50
496,33
107,3
61,32
801,40
830,24
876,12
267,4
316,38
314,23
604,15
591,30
294,45
688,14
524,13
332,18
378,1
480,11
454,7
77,25
6,28
905,26
619,37
644,49
758,44
773,39
236,46
507,4
101,25
688,29
422,30
562,6
477,31
985,9
937,49
402,20
134,34
632,42
383,32
539,26
390,38
301,15
577,19
360,50
767,7
381,2
152,13
555,37
350,22
833,27
615,48
792,12
201,1
155,14
44,18
272,35
390,3
575,21
220,24
134,16
69,28
430,8
989,40
426,36
529,43
724,17
584,44
835,11
27,23
746,45
247,10
340,5
360,33
210,41
113,47
571,29
344,46
890,28
646,48
323,24
690,42
795,37
235,7
940,36
893,40
324,43
821,25
540,16
251,23
341,30
778,41
100,8
760,19
360,9
238,15
376,49
279,34
321,6
649,33
529,5
607,13
793,22
791,38
342,11
762,31
8,44
661,32
727,39
591,20
895,47
42,35
906,10
556,14
707,17
17,12
176,50
960,45
674,1
695,3
873,18
217,4
223,2
605,27
929,26
977,21
552,36
869,40
670,3
20,29
40,34
459,6
81,21
502,41
864,31
329,13
155,37
406,27
779,30
341,50
225,42
419,2
772,20
270,44
40,9
17,4
700,48
306,1
975,15
412,49
715,28
499,39
267,46
651,25
483,5
58,23
836,45
365,16
35,11
865,18
899,32
503,47
632,12
673,8
562,43
994,35
390,10
825,14
315,17
984,38
643,26
547,22
839,19
541,24
903,7
48,33
62,5
643,40
875,14
291,9
386,50
611,25
253,8
133,31
150,30
643,13
744,20
406,38
769,47
447,29
341,1
926,3
336,35
275,49
257,23
797,45
141,44
205,18
883,6
991,34
542,46
781,16
671,4
167,21
563,17
444,11
842,41
905,22
773,33
13,48
516,24
212,43
144,36
708,10
283,28
659,37
787,19
199,7
995,12
805,2
539,32
338,26
870,39
673,27
591,42
171,15
651,18
965,28
187,2
301,8
833,14
427,48
165,34
4,35
41,44
918,12
553,45
916,15
730,21
365,50
988,9
464,13
947,3
71,20
62,39
976,22
285,38
465,30
966,31
417,17
665,37
618,47
987,1
155,16
382,49
607,23
551,33
717,6
226,42
503,10
638,7
484,36
556,24
593,46
827,27
917,41
880,19
870,26
561,5
920,29
747,25
906,11
337,32
867,4
708,40
869,43
837,41
886,47
272,48
505,13
709,29
560,38
151,15
708,14
794,40
38,9
888,36
240,50
910,22
970,28
481,33
510,4
867,30
844,1
947,43
50,7
433,20
772,11
879,25
826,39
838,49
392,6
723,46
304,32
595,42
153,8
999,2
238,44
241,23
191,17
622,27
144,5
864,18
705,3
772,31
202,24
528,26
484,34
540,19
384,37
532,10
959,21
427,45
587,12
325,16
27,35
861,39
224,32
417,49
25,24
119,38
911,48
522,26
289,3
56,41
114,25
411,19
37,42
478,9
613,43
466,46
773,13
432,35
735,17
932,1
365,23
835,14
347,12
187,7
701,50
566,47
884,40
616,11
11,29
903,6
887,34
95,5
109,37
150,16
891,33
684,18
780,22
58,2
57,4
375,27
662,21
274,20
997,30
151,8
166,31
714,45
858,28
571,15
667,44
740,36
396,10
39,42
14,36
824,15
518,27
742,12
529,8
713,11
668,46
620,40
250,26
496,1
51,10
47,44
796,31
57,32
705,48
778,22
101,50
88,38
344,13
152,49
115,43
467,21
227,6
6,33
431,28
893,47
73,5
219,39
780,45
600,9
965,24
152,7
250,4
212,16
702,37
484,34
871,20
537,17
531,35
281,29
957,14
505,23
314,19
126,3
140,2
978,41
278,25
410,18
461,30
134,19
742,38
352,32
546,45
15,49
222,18
988,25
514,34
162,9
362,2
35,24
605,20
630,15
807,13
120,44
274,23
36,5
137,26
425,43
804,33
694,35
739,6
753,41
178,50
205,3
926,48
425,36
527,11
331,17
327,12
588,22
981,4
486,46
27,21
844,47
801,39
904,8
836,29
408,28
312,31
507,27
511,14
7,16
336,10
997,1
967,37
113,30
470,7
222,42
947,40
639,16
549,36
363,42
734,40
853,12
352,43
682,5
221,22
257,17
531,6
325,45
244,23
72,24
471,15
820,19
718,18
601,50
397,31
966,2
222,29
813,30
797,39
587,7
296,25
246,46
843,13
963,33
94,4
314,26
572,48
897,28
865,27
581,1
884,21
954,35
597,32
742,3
371,38
435,47
864,44
422,49
866,9
710,37
865,34
759,14
558,8
642,20
19,11
557,10
545,41
246,24
690,23
641,43
737,6
113,9
901,45
696,19
212,4
693,22
335,2
246,15
82,14
753,31
163,49
256,32
88,46
397,39
863,28
491,42
309,12
7,48
757,11
870,41
19,27
907,26
122,30
946,3
546,33
257,17
230,47
999,29
575,20
342,16
402,44
161,1
398,7
976,21
423,5
749,8
219,10
19,36
474,40
962,13
518,38
807,18
198,50
650,25
61,35
5,37
957,34
363,40
577,25
30,20
425,48
159,6
667,50
450,11
126,15
257,35
307,10
388,37
293,4
710,44
4,8
395,14
747,45
243,28
831,16
917,34
845,19
809,26
789,22
437,12
244,5
832,2
526,30
788,33
331,21
712,1
503,18
203,42
870,36
415,38
535,13
480,3
715,24
620,47
194,46
46,31
664,32
314,17
118,29
134,49
453,7
457,41
780,9
169,27
505,43
712,39
795,23
599,1
402,40
405,19
342,25
357,21
4,2
355,48
210,24
926,9
326,39
297,37
827,8
192,23
941,5
10,34
146,6
125,32
768,14
509,30
243,3
643,38
704,11
770,50
296,26
69,12
184,15
71,22
821,33
698,46
375,17
442,31
825,27
706,43
925,16
839,18
726,28
487,41
293,10
289,36
434,49
752,29
517,44
316,45
850,4
716,7
660,42
60,35
307,47
498,20
740,13
791,15
132,50
486,35
61,12
378,39
250,3
176,40
88,38
148,5
702,21
920,6
998,20
638,30
927,11
299,48
868,32
303,22
555,37
827,25
213,44
374,18
191,31
226,14
937,34
155,46
619,7
853,16
692,17
529,36
240,41
902,43
553,42
344,28
889,33
194,1
586,45
421,27
731,4
361,19
669,26
919,9
854,49
938,8
350,23
135,29
489,13
258,47
94,24
543,10
341,2
44,6
142,4
917,29
658,45
87,24
67,7
169,23
591,37
368,34
359,41
5,42
458,12
685,39
141,32
447,2
319,18
292,35
803,44
693,46
395,9
244,49
719,22
149,17
376,8
245,14
420,33
364,48
79,30
599,40
133,21
143,38
909,20
611,15
64,1
819,16
652,28
145,31
50,19
253,27
659,13
865,26
527,25
608,5
151,11
558,3
691,50
90,10
96,36
877,47
979,43
31,17
994,27
228,35
52,22
455,16
424,11
220,47
888,7
324,36
101,31
751,9
714,1
431,37
388,10
523,15
661,28
394,13
811,3
40,38
8,48
618,2
575,39
435,29
186,50
833,42
850,4
438,44
383,46
348,45
704,23
572,33
785,20
69,5
328,34
981,18
108,19
479,21
726,8
739,40
795,32
448,26
783,14
218,6
133,43
635,41
378,12
906,24
971,30
676,49
738,25
996,11
809,15
374,12
919,16
71,36
700,33
31,34
760,48
260,46
322,21
832,47
133,18
411,27
393,49
29,22
537,10
995,39
959,20
352,23
504,43
373,24
999,50
924,14
889,3
124,4
763,32
995,13
750,38
322,40
711,28
817,29
906,19
678,31
615,25
401,45
768,17
8,44
615,2
950,26
337,5
738,9
273,37
671,1
984,7
126,8
676,6
190,41
952,30
4,42
453,35
488,46
952,10
106,13
975,47
888,3
329,16
960,48
993,1
378,12
122,34
416,35
515,32
526,6
602,49
203,44
465,4
925,9
84,30
897,7
698,40
257,24
760,42
66,43
91,38
630,39
438,18
527,27
355,23
325,33
983,8
914,31
556,37
866,2
70,15
889,28
483,41
562,20
341,22
220,19
307,17
642,11
993,21
535,45
984,25
500,29
565,14
41,36
432,50
251,26
570,5
978,39
346,3
302,25
582,31
20,18
808,14
777,32
74,24
232,2
378,1
542,17
134,23
44,40
573,38
249,16
220,13
519,46
79,9
993,20
426,37
885,34
884,21
536,44
938,12
200,48
187,28
307,10
934,50
983,7
759,49
721,6
752,15
768,27
710,35
240,45
368,26
424,19
433,42
752,4
637,47
471,30
795,8
330,36
292,29
337,5
767,11
287,43
393,33
505,22
985,41
597,8
761,49
219,30
373,26
623,28
360,9
363,10
892,2
155,42
255,17
93,27
441,21
729,6
872,45
696,18
899,38
484,48
92,14
116,19
175,4
558,13
290,22
149,29
828,39
460,24
299,44
817,7
197,50
59,23
180,46
876,35
66,33
686,36
643,3
742,31
98,40
560,20
261,34
764,25
869,32
597,1
971,5
720,16
881,43
234,11
862,12
612,47
470,37
788,41
989,15
39,24
762,28
605,48
222,47
499,18
745,7
979,11
585,30
198,17
966,12
876,27
963,42
327,40
632,5
376,19
222,32
725,31
116,45
335,16
907,3
422,37
435,26
240,10
411,23
104,9
715,2
998,22
811,46
361,21
705,34
944,14
669,15
553,25
54,44
666,50
118,41
844,4
420,36
912,13
208,43
454,49
542,38
526,8
568,35
277,20
631,33
774,6
994,1
735,39
908,29
195,3
361,22
92,50
306,18
452,35
9,31
380,11
451,46
754,10
264,6
490,42
776,13
90,49
779,27
706,20
216,21
473,47
68,23
752,16
426,12
412,1
356,44
679,29
275,48
564,34
867,43
479,15
671,2
336,17
859,38
999,30
61,28
678,39
819,9
53,36
85,8
42,41
881,24
735,26
468,40
621,45
501,5
472,25
809,32
961,37
660,19
133,14
222,33
853,7
74,4
861,17
157,10
380,40
273,49
821,37
157,26
164,9
661,35
569,45
990,39
372,22
975,7
722,2
656,8
830,16
501,21
725,27
500,50
419,44
225,32
929,11
528,1
404,19
41,4
581,30
359,47
639,20
645,13
224,46
150,34
93,38
660,6
809,42
109,3
86,12
330,5
255,41
321,29
584,18
961,31
715,33
822,48
212,15
650,25
253,36
166,28
31,24
83,14
41,43
298,23
382,45
342,42
980,9
3,35
864,20
130,10
861,22
749,5
884,41
635,25
150,2
30,8
90,14
415,12
909,6
754,26
539,47
439,17
35,24
815,39
822,44
879,38
932,46
976,23
727,32
396,34
758,31
728,13
63,30
49,29
431,49
722,21
817,28
175,1
776,15
957,11
459,19
380,40
457,33
779,50
616,4
351,43
774,36
479,27
733,48
194,37
547,16
183,18
925,3
221,7
964,32
435,39
828,30
552,25
46,20
412,36
288,2
895,23
861,5
745,14
764,4
452,3
99,26
307,37
546,15
336,42
557,38
31,33
456,12
847,50
365,47
115,8
577,27
403,22
956,44
207,21
516,17
914,41
206,43
336,35
241,40
566,29
1,16
356,13
145,49
220,6
66,28
172,31
785,48
101,24
512,1
794,7
771,19
665,11
921,10
602,45
635,46
102,9
137,34
606,18
77,50
689,47
524,17
493,12
407,30
299,28
993,19
867,42
70,14
703,24
609,25
425,23
538,36
547,33
683,40
155,39
151,22
218,10
170,9
343,29
12,4
58,13
251,2
696,34
812,20
224,38
735,11
904,46
886,31
924,27
838,35
631,18
836,21
182,45
219,26
850,7
999,8
117,41
199,32
930,44
22,5
772,3
963,48
620,6
199,37
416,43
305,16
821,49
716,1
8,15
276,32
233,21
585,13
218,26
405,31
409,22
351,39
549,40
743,3
356,29
989,36
468,6
549,15
799,19
518,50
481,10
835,45
811,11
160,23
790,4
234,46
594,24
349,49
225,28
964,48
709,30
537,8
530,38
930,2
297,1
12,27
22,25
929,33
957,41
506,7
788,16
31,12
88,35
115,42
939,20
450,9
462,43
183,14
982,44
100,17
139,47
723,5
240,18
606,37
200,34
765,1
847,20
205,39
111,35
934,32
884,40
673,48
735,42
872,19
444,4
328,11
226,8
91,21
82,17
917,27
681,2
333,23
335,28
940,29
749,12
179,15
115,38
495,25
247,10
316,26
799,47
882,44
543,49
776,13
610,41
64,50
182,14
515,30
458,33
280,18
21,9
944,37
8,34
685,31
998,6
428,46
76,22
510,5
594,7
695,3
654,16
277,24
232,36
962,45
929,43
850,10
418,27
912,15
530,45
886,2
192,18
288,16
159,46
44,3
379,21
108,32
302,31
14,48
101,17
413,8
129,34
295,20
69,6
571,7
514,5
288,24
33,19
299,25
261,29
766,44
101,39
7,35
907,41
440,11
63,37
106,42
919,38
179,23
779,47
758,14
748,9
831,4
112,40
612,12
24,43
264,36
608,50
400,22
581,28
743,26
168,1
992,49
202,13
87,30
880,33
330,11
638,44
691,39
635,14
730,38
349,16
592,22
990,19
698,1
785,20
790,17
583,49
463,12
625,32
591,42
84,9
69,6
272,48
939,35
950,43
370,40
622,50
342,37
305,46
251,4
490,8
907,2
564,31
647,24
843,15
889,28
883,45
307,13
899,21
744,30
279,18
889,27
891,10
894,47
235,33
325,26
719,36
358,29
45,23
338,3
367,25
134,41
4,5
420,7
544,34
587,32
58,26
912,15
296,17
807,34
756,30
793,7
17,10
620,40
650,45
108,41
306,2
299,11
424,5
257,20
753,6
422,37
472,47
955,27
245,38
971,1
157,21
680,49
642,42
746,19
159,4
527,28
493,14
736,39
798,25
491,12
826,18
807,9
440,13
462,23
272,3
379,22
55,44
253,8
985,33
571,35
89,43
372,48
764,50
320,16
858,31
332,29
449,46
962,24
29,36
287,41
787,34
810,30
813,31
309,2
349,33
405,22
349,48
683,7
355,4
869,43
151,35
604,50
524,18
580,17
710,39
17,10
713,13
891,32
253,8
436,16
922,20
428,14
81,46
266,49
488,23
319,1
856,27
984,6
187,38
12,5
104,47
797,44
792,28
986,12
202,40
137,45
660,3
732,24
296,25
284,26
942,11
985,21
131,42
284,37
84,15
795,9
677,29
348,36
253,19
199,31
674,28
725,6
37,45
966,50
633,5
780,47
541,39
600,27
310,15
994,20
86,46
462,34
868,24
448,9
967,23
443,44
740,17
822,41
960,38
453,8
710,4
258,11
509,18
649,49
892,13
686,42
463,40
402,3
845,29
801,2
701,10
748,14
401,16
967,35
271,30
680,43
311,36
869,37
911,32
643,19
172,7
921,33
376,12
982,1
17,26
802,48
460,21
5,22
208,25
29,10
376,48
791,41
33,4
456,30
851,45
854,38
921,25
317,36
88,28
186,1
629,27
778,46
338,18
513,29
448,19
167,12
759,14
24,34
89,21
778,11
39,47
306,42
811,49
760,3
812,33
949,8
503,17
40,37
425,31
328,15
446,39
200,16
112,7
877,32
457,24
19,50
821,13
391,2
719,9
740,5
115,23
534,20
527,22
722,26
202,44
651,35
894,6
365,40
421,43
851,35
111,25
573,48
179,23
206,30
138,40
814,4
551,46
108,18
617,6
607,2
710,50
586,7
649,3
116,24
182,44
977,20
105,29
381,10
473,36
857,28
875,14
404,39
951,37
731,34
434,5
983,38
685,47
459,19
589,9
444,26
805,13
15,33
854,16
297,1
795,17
456,15
694,31
470,27
1,45
554,49
92,12
586,43
858,8
234,22
205,41
824,42
460,32
310,11
702,21
503,36
510,26
903,39
683,13
295,1
906,45
264,47
570,12
292,28
346,42
892,11
874,10
909,6
735,50
703,5
689,15
498,3
24,8
326,48
377,27
474,34
761,46
688,49
506,37
581,31
612,18
257,38
320,41
410,44
526,30
567,40
33,21
674,35
829,23
736,4
208,9
487,43
703,17
872,24
683,19
280,22
562,7
392,16
844,32
453,29
463,14
303,33
94,25
481,2
408,20
321,14
17,15
63,4
977,31
605,27
102,26
73,12
548,16
875,11
116,33
354,45
480,38
902,41
516,48
893,24
935,25
745,17
109,8
811,40
819,23
504,19
158,5
698,28
410,9
701,39
660,36
289,18
730,37
324,50
138,13
412,20
95,34
366,44
897,6
569,43
324,3
81,7
698,42
709,1
923,30
339,22
247,2
220,35
761,49
514,21
653,46
186,29
876,32
837,10
572,47
210,49
378,33
195,17
504,5
566,42
643,23
213,11
54,40
219,35
971,7
135,26
316,36
439,34
316,37
617,41
374,48
708,25
843,3
795,27
562,44
522,13
413,31
535,47
19,24
445,16
953,4
968,2
371,22
885,9
335,20
485,6
806,28
11,45
368,38
109,8
572,29
583,43
25,15
27,39
546,10
60,21
144,18
629,19
39,46
57,50
542,14
938,32
726,1
101,12
993,30
513,12
702,3
76,50
724,9
19,26
762,48
233,34
676,44
892,37
320,6
828,25
380,15
445,36
190,10
262,1
593,39
284,28
490,24
722,18
607,38
246,42
619,47
264,29
891,31
112,23
712,7
335,2
381,33
579,20
762,11
83,8
978,19
118,22
341,40
622,14
882,32
692,35
437,46
993,17
804,27
113,21
145,41
990,13
828,49
682,45
849,43
670,4
261,30
562,5
871,16
373,47
125,42
453,5
199,15
900,20
260,8
87,14
28,28
823,32
765,46
566,39
106,4
244,21
808,40
345,49
943,12
432,27
976,19
852,48
103,41
475,33
736,38
56,43
708,29
59,16
431,26
346,31
815,45
554,18
242,22
780,13
239,1
285,17
367,2
169,11
237,35
114,3
510,30
417,36
971,25
576,23
673,37
384,34
268,6
933,7
352,9
772,24
321,50
89,44
411,10
283,42
480,13
201,44
702,2
786,23
54,22
844,14
129,12
168,10
819,17
606,16
796,39
596,27
615,47
550,35
510,32
608,43
525,25
736,20
873,24
848,46
783,26
63,6
958,48
136,38
855,15
167,36
281,9
711,33
893,5
31,19
896,18
812,29
243,4
153,34
301,50
600,3
746,45
295,49
490,28
69,30
187,11
377,31
636,41
95,1
334,8
933,7
778,40
590,37
441,21
869,31
706,43
819,35
22,6
190,2
117,5
123,33
461,50
338,17
970,19
875,7
121,29
672,40
866,36
210,24
994,30
69,48
285,28
652,22
891,13
547,12
375,23
518,37
852,16
827,14
492,11
293,41
469,21
687,49
893,46
345,39
736,25
950,15
33,4
870,10
330,18
205,9
923,3
686,44
481,32
516,42
198,27
89,38
32,26
944,45
526,1
86,20
92,34
945,47
163,8
137,29
159,13
641,15
10,45
675,47
968,5
449,42
58,37
863,16
735,31
444,33
925,22
184,25
460,24
199,30
627,28
642,36
300,35
8,40
495,46
811,41
698,48
965,19
648,12
619,38
8,14
659,49
830,23
48,6
867,43
52,2
968,3
476,18
744,21
41,26
804,39
964,1
272,32
592,27
951,4
327,17
411,7
769,9
312,50
640,34
364,10
645,8
423,20
946,44
954,11
606,16
131,3
176,29
666,24
923,26
896,27
313,14
353,44
791,22
109,15
651,28
474,32
90,9
33,18
429,43
139,36
702,30
108,19
19,1
807,11
126,35
461,21
130,33
665,47
42,25
514,50
526,39
449,40
802,23
722,34
905,12
265,17
728,2
764,46
349,4
770,49
265,5
624,20
241,10
411,8
604,42
501,13
783,7
348,37
15,38
563,41
61,31
838,6
956,45
878,48
599,9
492,15
316,2
60,40
438,34
852,6
302,4
401,37
415,7
564,42
634,8
531,17
24,29
451,1
740,41
123,35
419,24
337,16
502,21
966,14
158,19
16,49
117,12
379,44
760,50
671,26
332,30
907,18
197,46
939,32
502,39
59,47
428,10
563,22
624,33
266,27
373,25
144,38
476,5
267,43
510,48
32,11
139,20
322,31
638,36
792,45
344,3
440,13
460,28
85,23
850,12
500,25
659,31
744,23
942,50
251,9
434,6
974,7
899,45
564,20
89,43
585,46
11,47
480,3
503,27
759,30
464,11
81,22
672,4
195,33
874,18
197,41
603,16
713,26
896,13
709,36
532,8
694,40
893,15
837,48
183,29
340,28
797,5
487,44
586,24
543,2
247,21
168,38
856,17
50,35
422,49
234,14
483,37
528,1
403,42
2,34
456,39
514,10
639,32
837,19
664,20
562,10
963,31
262,4
539,23
457,43
438,33
733,30
1,17
693,42
53,3
97,6
489,49
359,13
251,40
561,29
519,18
806,35
481,14
42,26
592,39
76,34
661,2
806,28
912,44
533,46
933,45
171,15
377,50
997,24
552,5
204,25
461,41
946,48
646,36
225,27
603,12
170,38
321,32
469,7
511,37
124,21
746,1
976,8
406,47
432,19
172,16
7,9
322,22
150,11
505,22
385,21
15,27
939,40
461,35
259,13
453,46
602,15
151,38
6,8
271,37
674,19
297,16
717,10
952,6
635,30
604,12
300,29
875,49
151,39
700,47
613,2
713,33
38,14
824,9
59,26
624,43
962,3
503,23
419,5
717,48
799,20
948,34
685,28
959,25
441,44
837,45
796,36
977,31
105,1
431,32
606,24
975,41
728,42
323,4
342,11
703,17
184,50
972,18
774,7
288,9
792,37
570,15
523,20
123,44
54,33
824,14
215,16
716,27
447,10
314,28
913,19
550,48
246,38
850,8
952,35
949,23
212,4
465,17
864,7
658,40
431,11
564,1
739,6
677,49
530,43
261,39
737,22
244,45
619,3
143,29
656,12
330,34
278,32
346,36
214,50
786,13
815,30
460,31
848,26
459,18
698,25
256,42
268,41
596,46
244,2
425,21
203,5
572,47
689,24
500,36
33,3
840,47
766,15
414,13
782,24
42,44
744,12
181,26
229,5
114,50
930,38
416,14
982,2
835,25
625,29
199,39
337,7
192,11
251,27
780,37
307,22
197,21
589,34
541,19
114,46
124,48
264,31
279,33
819,20
360,32
624,16
236,43
39,23
121,45
313,41
239,17
326,30
366,4
581,18
671,8
583,9
252,40
299,42
839,6
247,1
605,49
550,35
67,10
416,28
996,29
708,6
128,19
177,8
297,17
928,41
422,30
190,5
610,25
88,39
951,7
680,10
80,27
853,18
791,24
627,3
433,28
511,38
653,47
480,50
606,4
288,12
735,43
998,34
626,42
691,16
199,2
915,48
71,35
552,14
620,23
44,33
921,20
224,26
128,45
885,13
926,40
345,1
425,31
495,46
718,49
646,44
979,9
114,32
651,36
989,11
609,21
410,37
25,15
116,22
169,23
722,5
804,16
634,47
946,44
695,49
43,10
899,25
230,22
592,3
832,6
898,43
584,11
890,18
893,48
986,26
922,9
610,2
782,33
378,40
28,34
194,13
141,29
231,17
263,15
566,24
347,31
47,30
673,12
202,36
165,46
414,45
319,7
486,19
474,41
585,50
970,21
418,32
991,27
529,14
535,1
491,4
696,42
420,28
461,38
464,20
398,37
326,8
179,35
757,39
9,33
604,29
880,45
689,22
510,7
910,2
188,48
611,10
245,21
525,30
459,32
437,13
125,39
521,14
278,8
751,5
34,27
899,23
284,28
778,36
639,12
381,44
29,15
395,37
390,24
577,41
739,16
746,26
51,20
167,11
447,46
182,43
833,9
695,35
166,17
242,47
15,19
130,38
123,49
628,18
461,34
856,1
452,4
819,31
867,42
518,3
480,40
115,50
801,6
470,25
910,20
386,50
641,35
913,15
125,16
435,25
238,3
902,48
832,24
337,36
374,40
163,2
378,45
705,9
846,41
881,23
853,29
535,49
893,27
263,5
903,8
439,26
935,32
972,37
107,30
528,34
340,1
71,6
60,43
524,22
753,7
303,13
759,42
486,10
561,4
650,39
989,47
719,46
358,17
874,38
924,18
778,14
558,44
764,12
358,19
3,31
743,28
790,21
226,11
432,33
580,40
672,3
606,28
268,24
461,44
415,5
201,20
772,21
747,7
56,33
180,8
330,39
608,18
828,27
429,46
24,15
26,36
412,26
205,38
947,9
703,13
490,48
381,10
17,16
190,34
188,25
84,35
906,37
807,14
79,6
439,1
287,17
381,42
654,49
910,2
770,50
796,12
567,43
200,47
152,41
19,11
432,32
260,19
34,31
347,4
39,29
919,30
404,45
471,23
841,22
498,16
49,32
147,7
809,3
403,47
348,26
389,28
278,11
59,8
635,10
927,46
300,18
322,33
590,14
445,15
35,37
906,5
54,2
463,38
450,39
286,27
261,20
75,22
996,24
256,29
51,48
589,21
515,43
754,42
940,6
514,30
649,40
71,4
496,49
434,13
790,31
299,36
922,12
267,44
84,23
937,1
174,41
83,9
41,34
244,25
237,17
864,19
904,50
661,35
136,45
80,2
68,40
232,5
728,17
584,37
565,33
219,35
951,39
102,26
910,21
33,22
861,48
67,4
946,30
262,19
55,18
995,24
817,12
870,46
876,27
821,10
671,44
527,15
785,13
801,16
463,38
506,7
825,36
125,3
587,23
653,49
498,20
310,1
716,34
272,29
81,8
899,14
418,32
911,47
639,28
526,41
918,31
673,25
631,6
619,43
779,45
27,9
714,42
377,50
61,11
443,9
25,47
576,33
622,22
988,35
84,28
571,11
910,46
451,23
568,5
358,49
742,38
883,26
459,25
502,10
730,16
158,40
868,42
862,18
266,31
396,8
129,41
42,13
259,43
437,36
648,3
790,29
111,17
138,37
246,44
104,27
929,15
18,19
998,34
491,14
234,4
931,12
576,30
619,48
209,39
71,50
584,45
663,7
521,24
128,6
755,32
328,20
454,2
155,21
172,1
66,47
96,44
949,13
487,41
141,31
847,12
12,20
584,3
129,33
101,25
663,4
605,49
449,19
307,6
962,43
916,36
452,28
969,16
660,29
862,42
430,21
546,5
397,27
477,1
673,50
457,10
60,23
711,48
329,38
587,7
259,45
80,46
213,14
9,40
949,17
255,22
57,15
58,9
530,18
166,2
253,30
184,8
412,35
9,39
9,24
245,32
250,26
788,34
404,11
323,37
363,31
885,25
752,6
744,11
694,18
777,36
148,35
525,13
578,34
715,19
907,47
910,8
507,45
380,32
241,7
338,43
629,22
28,16
16,38
500,44
728,24
824,2
153,23
306,33
732,4
42,29
811,40
591,50
706,46
372,12
177,15
707,9
436,14
330,48
722,30
736,21
744,28
844,27
759,20
612,42
941,1
520,5
625,10
574,41
669,39
102,37
843,49
683,17
334,3
240,26
66,36
912,28
74,15
966,39
464,21
747,29
541,34
764,33
539,22
825,43
696,26
794,13
338,17
359,31
979,50
99,40
584,10
647,18
589,6
13,27
726,35
701,3
80,25
100,8
453,32
868,42
128,49
428,48
754,24
944,47
697,16
510,11
737,37
852,12
112,9
256,38
347,1
712,44
977,30
61,4
191,2
50,45
908,23
72,20
843,5
443,41
752,14
912,19
91,46
76,7
629,28
333,40
413,26
55,4
668,49
365,47
996,35
36,45
996,30
874,48
374,29
622,22
114,46
755,20
415,50
731,7
755,21
914,11
384,41
137,31
598,32
1,12
562,24
687,16
215,34
68,38
154,17
319,39
557,9
550,6
230,1
